"","V1","V2","V3","V4","V5","V6"
"2848","type=strongsubj","len=1","word1=feebleminded","pos1=adj","stemmed1=n","priorpolarity=negative"
"2849","type=strongsubj","len=1","word1=feel","pos1=anypos","stemmed1=n","priorpolarity=neutral"
"2850","type=strongsubj","len=1","word1=feels","pos1=anypos","stemmed1=n","priorpolarity=neutral"
"2851","type=strongsubj","len=1","word1=felt","pos1=verb","stemmed1=n","priorpolarity=neutral"
"2852","type=strongsubj","len=1","word1=feeling","pos1=adj","stemmed1=n","priorpolarity=neutral"
"2853","type=strongsubj","len=1","word1=feeling","pos1=noun","stemmed1=n","priorpolarity=neutral"
"2854","type=strongsubj","len=1","word1=feeling","pos1=verb","stemmed1=n","priorpolarity=neutral"
"2855","type=strongsubj","len=1","word1=feelings","pos1=adj","stemmed1=n","priorpolarity=neutral"
"2856","type=strongsubj","len=1","word1=feelings","pos1=noun","stemmed1=n","priorpolarity=neutral"
"2857","type=weaksubj","len=1","word1=feign","pos1=verb","stemmed1=y","priorpolarity=negative"
"2858","type=weaksubj","len=1","word1=feint","pos1=noun","stemmed1=n","priorpolarity=negative"
"2859","type=strongsubj","len=1","word1=feisty","pos1=adj","stemmed1=n","priorpolarity=positive"
"2860","type=strongsubj","len=1","word1=feisty","pos1=noun","stemmed1=n","priorpolarity=positive"
"2861","type=strongsubj","len=1","word1=felicitate","pos1=verb","stemmed1=y","priorpolarity=positive"
"2862","type=strongsubj","len=1","word1=felicitous","pos1=adj","stemmed1=n","priorpolarity=positive"
"2863","type=strongsubj","len=1","word1=felicity","pos1=noun","stemmed1=n","priorpolarity=positive"
"2864","type=strongsubj","len=1","word1=fell","pos1=adj","stemmed1=n","priorpolarity=negative"
"2865","type=weaksubj","len=1","word1=felon","pos1=noun","stemmed1=n","priorpolarity=negative"
"2866","type=weaksubj","len=1","word1=felonious","pos1=adj","stemmed1=n","priorpolarity=negative"
"2867","type=strongsubj","len=1","word1=ferocious","pos1=adj","stemmed1=n","priorpolarity=negative"
"2868","type=strongsubj","len=1","word1=ferociously","pos1=adverb","stemmed1=n","priorpolarity=negative"
"2869","type=strongsubj","len=1","word1=ferocity","pos1=noun","stemmed1=n","priorpolarity=negative"
"2870","type=weaksubj","len=1","word1=fertile","pos1=adj","stemmed1=n","priorpolarity=positive"
"2871","type=weaksubj","len=1","word1=fertile","pos1=noun","stemmed1=n","priorpolarity=positive"
"2872","type=strongsubj","len=1","word1=fervent","pos1=adj","stemmed1=n","priorpolarity=positive"
"2873","type=strongsubj","len=1","word1=fervently","pos1=anypos","stemmed1=n","priorpolarity=positive"
"2874","type=strongsubj","len=1","word1=fervid","pos1=adj","stemmed1=n","priorpolarity=positive"
"2875","type=strongsubj","len=1","word1=fervidly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"2876","type=strongsubj","len=1","word1=fervor","pos1=noun","stemmed1=n","priorpolarity=positive"
"2877","type=weaksubj","len=1","word1=feverish","pos1=adj","stemmed1=n","priorpolarity=negative"
"2878","type=strongsubj","len=1","word1=festive","pos1=adj","stemmed1=n","priorpolarity=positive"
"2879","type=strongsubj","len=1","word1=fetid","pos1=adj","stemmed1=n","priorpolarity=negative"
"2880","type=weaksubj","len=1","word1=fever","pos1=noun","stemmed1=n","priorpolarity=negative"
"2881","type=strongsubj","len=1","word1=fiasco","pos1=noun","stemmed1=n","priorpolarity=negative"
"2882","type=weaksubj","len=1","word1=fiat","pos1=adj","stemmed1=n","priorpolarity=negative"
"2883","type=weaksubj","len=1","word1=fiat","pos1=noun","stemmed1=n","priorpolarity=negative"
"2884","type=strongsubj","len=1","word1=fib","pos1=noun","stemmed1=n","priorpolarity=negative"
"2885","type=strongsubj","len=1","word1=fib","pos1=verb","stemmed1=y","priorpolarity=negative"
"2886","type=strongsubj","len=1","word1=fibber","pos1=noun","stemmed1=n","priorpolarity=negative"
"2887","type=strongsubj","len=1","word1=fickle","pos1=adj","stemmed1=n","priorpolarity=negative"
"2888","type=weaksubj","len=1","word1=fiction","pos1=adj","stemmed1=n","priorpolarity=negative"
"2889","type=weaksubj","len=1","word1=fiction","pos1=noun","stemmed1=n","priorpolarity=negative"
"2890","type=weaksubj","len=1","word1=fictional","pos1=adj","stemmed1=n","priorpolarity=negative"
"2891","type=strongsubj","len=1","word1=fictitious","pos1=adj","stemmed1=n","priorpolarity=negative"
"2892","type=strongsubj","len=1","word1=fidelity","pos1=noun","stemmed1=n","priorpolarity=positive"
"2893","type=strongsubj","len=1","word1=fidget","pos1=verb","stemmed1=y","priorpolarity=negative"
"2894","type=strongsubj","len=1","word1=fidgety","pos1=adj","stemmed1=n","priorpolarity=negative"
"2895","type=strongsubj","len=1","word1=fiend","pos1=noun","stemmed1=n","priorpolarity=negative"
"2896","type=strongsubj","len=1","word1=fiendish","pos1=adj","stemmed1=n","priorpolarity=negative"
"2897","type=weaksubj","len=1","word1=fierce","pos1=adj","stemmed1=n","priorpolarity=negative"
"2898","type=weaksubj","len=1","word1=fiery","pos1=adj","stemmed1=n","priorpolarity=positive"
"2899","type=weaksubj","len=1","word1=fight","pos1=adj","stemmed1=n","priorpolarity=negative"
"2900","type=weaksubj","len=1","word1=fight","pos1=noun","stemmed1=n","priorpolarity=negative"
"2901","type=weaksubj","len=1","word1=figurehead","pos1=adj","stemmed1=n","priorpolarity=negative"
"2902","type=weaksubj","len=1","word1=figurehead","pos1=noun","stemmed1=n","priorpolarity=negative"
"2903","type=strongsubj","len=1","word1=filth","pos1=noun","stemmed1=n","priorpolarity=negative"
"2904","type=strongsubj","len=1","word1=filthy","pos1=adj","stemmed1=n","priorpolarity=negative"
"2905","type=weaksubj","len=1","word1=finagle","pos1=verb","stemmed1=y","priorpolarity=negative"
"2906","type=strongsubj","len=1","word1=finally","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"2907","type=weaksubj","len=1","word1=fine","pos1=adj","stemmed1=n","priorpolarity=positive"
"2908","type=weaksubj","len=1","word1=fine","pos1=verb","stemmed1=y","priorpolarity=negative"
"2909","type=strongsubj","len=1","word1=finely","pos1=adj","stemmed1=n","priorpolarity=positive"
"2910","type=weaksubj","len=1","word1=firm","pos1=adj","stemmed1=n","priorpolarity=neutral"
"2911","type=weaksubj","len=1","word1=firm","pos1=noun","stemmed1=n","priorpolarity=neutral"
"2912","type=weaksubj","len=1","word1=firmly","pos1=adverb","stemmed1=n","priorpolarity=neutral"
"2913","type=weaksubj","len=1","word1=first-class","pos1=adj","stemmed1=n","priorpolarity=positive"
"2914","type=strongsubj","len=1","word1=first-rate","pos1=adj","stemmed1=n","priorpolarity=positive"
"2915","type=weaksubj","len=1","word1=fissures","pos1=adj","stemmed1=n","priorpolarity=negative"
"2916","type=weaksubj","len=1","word1=fissures","pos1=noun","stemmed1=n","priorpolarity=negative"
"2917","type=weaksubj","len=1","word1=fist","pos1=noun","stemmed1=n","priorpolarity=negative"
"2918","type=strongsubj","len=1","word1=fit","pos1=adj","stemmed1=n","priorpolarity=positive"
"2919","type=strongsubj","len=1","word1=fitting","pos1=adj","stemmed1=n","priorpolarity=positive"
"2920","type=strongsubj","len=1","word1=fixer","pos1=adj","stemmed1=n","priorpolarity=neutral"
"2921","type=strongsubj","len=1","word1=fixer","pos1=noun","stemmed1=n","priorpolarity=neutral"
"2922","type=strongsubj","len=1","word1=flabbergast","pos1=verb","stemmed1=y","priorpolarity=negative"
"2923","type=strongsubj","len=1","word1=flabbergasted","pos1=anypos","stemmed1=n","priorpolarity=negative"
"2924","type=weaksubj","len=1","word1=flagging","pos1=adj","stemmed1=n","priorpolarity=negative"
"2925","type=strongsubj","len=1","word1=flagrant","pos1=anypos","stemmed1=n","priorpolarity=negative"
"2926","type=strongsubj","len=1","word1=flagrantly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"2927","type=weaksubj","len=1","word1=flair","pos1=noun","stemmed1=n","priorpolarity=positive"
"2928","type=strongsubj","len=1","word1=flak","pos1=adj","stemmed1=n","priorpolarity=negative"
"2929","type=strongsubj","len=1","word1=flak","pos1=noun","stemmed1=n","priorpolarity=negative"
"2930","type=weaksubj","len=1","word1=flake","pos1=noun","stemmed1=n","priorpolarity=negative"
"2931","type=weaksubj","len=1","word1=flakey","pos1=adj","stemmed1=n","priorpolarity=negative"
"2932","type=weaksubj","len=1","word1=flaky","pos1=adj","stemmed1=n","priorpolarity=negative"
"2933","type=weaksubj","len=1","word1=flame","pos1=adj","stemmed1=n","priorpolarity=positive"
"2934","type=weaksubj","len=1","word1=flame","pos1=noun","stemmed1=n","priorpolarity=positive"
"2935","type=weaksubj","len=1","word1=flash","pos1=adj","stemmed1=n","priorpolarity=negative"
"2936","type=weaksubj","len=1","word1=flash","pos1=noun","stemmed1=n","priorpolarity=negative"
"2937","type=weaksubj","len=1","word1=flashy","pos1=anypos","stemmed1=y","priorpolarity=negative"
"2938","type=strongsubj","len=1","word1=flat-out","pos1=anypos","stemmed1=n","priorpolarity=negative"
"2939","type=strongsubj","len=1","word1=flatter","pos1=verb","stemmed1=y","priorpolarity=positive"
"2940","type=strongsubj","len=1","word1=flattering","pos1=adj","stemmed1=n","priorpolarity=positive"
"2941","type=strongsubj","len=1","word1=flatteringly","pos1=adverb","stemmed1=n","priorpolarity=positive"
"2942","type=strongsubj","len=1","word1=flaunt","pos1=verb","stemmed1=y","priorpolarity=negative"
"2943","type=weaksubj","len=1","word1=flaw","pos1=adj","stemmed1=n","priorpolarity=negative"
"2944","type=weaksubj","len=1","word1=flaw","pos1=noun","stemmed1=n","priorpolarity=negative"
"2945","type=weaksubj","len=1","word1=flaws","pos1=noun","stemmed1=n","priorpolarity=negative"
"2946","type=weaksubj","len=1","word1=flawed","pos1=adj","stemmed1=n","priorpolarity=negative"
"2947","type=weaksubj","len=1","word1=flawed","pos1=noun","stemmed1=n","priorpolarity=negative"
"2948","type=strongsubj","len=1","word1=flawless","pos1=adj","stemmed1=n","priorpolarity=positive"
"2949","type=strongsubj","len=1","word1=flawlessly","pos1=adverb","stemmed1=n","priorpolarity=positive"
"2950","type=strongsubj","len=1","word1=fleer","pos1=verb","stemmed1=y","priorpolarity=negative"
"2951","type=weaksubj","len=1","word1=fleeting","pos1=adj","stemmed1=n","priorpolarity=negative"
"2952","type=strongsubj","len=1","word1=flexible","pos1=adj","stemmed1=n","priorpolarity=positive"
"2953","type=strongsubj","len=1","word1=flighty","pos1=adj","stemmed1=n","priorpolarity=negative"
"2954","type=strongsubj","len=1","word1=flimflam","pos1=noun","stemmed1=n","priorpolarity=negative"
"2955","type=weaksubj","len=1","word1=flimsy","pos1=adj","stemmed1=n","priorpolarity=negative"
"2956","type=strongsubj","len=1","word1=flirt","pos1=verb","stemmed1=y","priorpolarity=negative"
"2957","type=strongsubj","len=1","word1=flirty","pos1=anypos","stemmed1=y","priorpolarity=negative"
"2958","type=weaksubj","len=1","word1=floor","pos1=verb","stemmed1=y","priorpolarity=neutral"
"2959","type=strongsubj","len=1","word1=floored","pos1=anypos","stemmed1=y","priorpolarity=negative"
"2960","type=strongsubj","len=1","word1=flounder","pos1=verb","stemmed1=y","priorpolarity=negative"
"2961","type=strongsubj","len=1","word1=floundering","pos1=anypos","stemmed1=n","priorpolarity=negative"
"2962","type=strongsubj","len=1","word1=flourish","pos1=adj","stemmed1=n","priorpolarity=positive"
"2963","type=strongsubj","len=1","word1=flourishing","pos1=adj","stemmed1=n","priorpolarity=positive"
"2964","type=strongsubj","len=1","word1=flout","pos1=verb","stemmed1=y","priorpolarity=negative"
"2965","type=weaksubj","len=1","word1=fluent","pos1=adj","stemmed1=n","priorpolarity=positive"
"2966","type=weaksubj","len=1","word1=fluster","pos1=verb","stemmed1=y","priorpolarity=negative"
"2967","type=strongsubj","len=1","word1=foe","pos1=noun","stemmed1=n","priorpolarity=negative"
"2968","type=strongsubj","len=1","word1=fond","pos1=adj","stemmed1=n","priorpolarity=positive"
"2969","type=strongsubj","len=1","word1=fondly","pos1=adverb","stemmed1=n","priorpolarity=positive"
"2970","type=strongsubj","len=1","word1=fondness","pos1=noun","stemmed1=n","priorpolarity=positive"
"2971","type=strongsubj","len=1","word1=fool","pos1=anypos","stemmed1=y","priorpolarity=negative"
"2972","type=strongsubj","len=1","word1=foolhardy","pos1=adj","stemmed1=n","priorpolarity=negative"
"2973","type=strongsubj","len=1","word1=foolish","pos1=anypos","stemmed1=y","priorpolarity=negative"
"2974","type=strongsubj","len=1","word1=foolishly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"2975","type=strongsubj","len=1","word1=foolishness","pos1=noun","stemmed1=n","priorpolarity=negative"
"2976","type=weaksubj","len=1","word1=foolproof","pos1=adj","stemmed1=n","priorpolarity=positive"
"2977","type=strongsubj","len=1","word1=forbid","pos1=adj","stemmed1=n","priorpolarity=negative"
"2978","type=strongsubj","len=1","word1=forbidden","pos1=adj","stemmed1=n","priorpolarity=negative"
"2979","type=weaksubj","len=1","word1=forbidding","pos1=adj","stemmed1=n","priorpolarity=negative"
"2980","type=weaksubj","len=1","word1=forbidding","pos1=noun","stemmed1=n","priorpolarity=negative"
"2981","type=weaksubj","len=1","word1=force","pos1=verb","stemmed1=y","priorpolarity=negative"
"2982","type=weaksubj","len=1","word1=forceful","pos1=adj","stemmed1=n","priorpolarity=negative"
"2983","type=strongsubj","len=1","word1=foreboding","pos1=adj","stemmed1=n","priorpolarity=negative"
"2984","type=strongsubj","len=1","word1=forebodingly","pos1=adverb","stemmed1=n","priorpolarity=negative"
"2985","type=strongsubj","len=1","word1=foremost","pos1=adj","stemmed1=n","priorpolarity=positive"
"2986","type=strongsubj","len=1","word1=forsee","pos1=noun","stemmed1=n","priorpolarity=neutral"
"2987","type=strongsubj","len=1","word1=foresight","pos1=noun","stemmed1=n","priorpolarity=positive"
"2988","type=strongsubj","len=1","word1=foretell","pos1=verb","stemmed1=y","priorpolarity=neutral"
"2989","type=weaksubj","len=1","word1=forfeit","pos1=verb","stemmed1=y","priorpolarity=negative"
"2990","type=strongsubj","len=1","word1=forgave","pos1=verb","stemmed1=n","priorpolarity=positive"
"2991","type=weaksubj","len=1","word1=forged","pos1=adj","stemmed1=n","priorpolarity=negative"
"2992","type=strongsubj","len=1","word1=forget","pos1=verb","stemmed1=y","priorpolarity=negative"
"2993","type=strongsubj","len=1","word1=forgetful","pos1=anypos","stemmed1=n","priorpolarity=negative"
"2994","type=strongsubj","len=1","word1=forgetfully","pos1=anypos","stemmed1=n","priorpolarity=negative"
"2995","type=strongsubj","len=1","word1=forgetfulness","pos1=noun","stemmed1=n","priorpolarity=negative"
"2996","type=strongsubj","len=1","word1=forgive","pos1=verb","stemmed1=y","priorpolarity=positive"
"2997","type=strongsubj","len=1","word1=forgiven","pos1=adj","stemmed1=n","priorpolarity=positive"
"2998","type=strongsubj","len=1","word1=forgiveness","pos1=noun","stemmed1=n","priorpolarity=positive"
"2999","type=strongsubj","len=1","word1=forgiving","pos1=anypos","stemmed1=n","priorpolarity=positive"
"3000","type=strongsubj","len=1","word1=forgivingly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"3001","type=strongsubj","len=1","word1=forlorn","pos1=adj","stemmed1=n","priorpolarity=negative"
"3002","type=strongsubj","len=1","word1=forlornly","pos1=adverb","stemmed1=n","priorpolarity=negative"
"3003","type=strongsubj","len=1","word1=formidable","pos1=adj","stemmed1=n","priorpolarity=negative"
"3004","type=strongsubj","len=1","word1=forsake","pos1=verb","stemmed1=y","priorpolarity=negative"
"3005","type=strongsubj","len=1","word1=forsaken","pos1=anypos","stemmed1=n","priorpolarity=negative"
"3006","type=strongsubj","len=1","word1=forswear","pos1=verb","stemmed1=y","priorpolarity=negative"
"3007","type=weaksubj","len=1","word1=forthright","pos1=adj","stemmed1=n","priorpolarity=neutral"
"3008","type=strongsubj","len=1","word1=fortitude","pos1=noun","stemmed1=n","priorpolarity=positive"
"3009","type=strongsubj","len=1","word1=fortress","pos1=adj","stemmed1=n","priorpolarity=neutral"
"3010","type=strongsubj","len=1","word1=fortress","pos1=noun","stemmed1=n","priorpolarity=neutral"
"3011","type=strongsubj","len=1","word1=fortuitous","pos1=adj","stemmed1=n","priorpolarity=positive"
"3012","type=strongsubj","len=1","word1=fortuitously","pos1=adj","stemmed1=n","priorpolarity=positive"
"3013","type=weaksubj","len=1","word1=fortunate","pos1=adj","stemmed1=n","priorpolarity=positive"
"3014","type=strongsubj","len=1","word1=fortunate","pos1=anypos","stemmed1=y","priorpolarity=positive"
"3015","type=strongsubj","len=1","word1=fortunately","pos1=anypos","stemmed1=y","priorpolarity=positive"
"3016","type=strongsubj","len=1","word1=fortune","pos1=adj","stemmed1=n","priorpolarity=positive"
"3017","type=strongsubj","len=1","word1=fortune","pos1=noun","stemmed1=n","priorpolarity=positive"
"3018","type=strongsubj","len=1","word1=foul","pos1=adj","stemmed1=n","priorpolarity=negative"
"3019","type=strongsubj","len=1","word1=foul","pos1=adverb","stemmed1=n","priorpolarity=negative"
"3020","type=weaksubj","len=1","word1=foul","pos1=verb","stemmed1=y","priorpolarity=negative"
